userId,movieId,movieName,prediction,trueValue
105,858,"Godfather, The (1972)",4.781,3.5395842976007232
105,50,"Usual Suspects, The (1995)",4.736,3.5395842976007232
105,1221,"Godfather: Part II, The (1974)",4.676,3.5395842976007232
105,3091,Kagemusha (1980),4.584,3.5395842976007232
105,214,Before the Rain (Pred dozhdot) (1994),4.582,3.5395842976007232
105,593,"Silence of the Lambs, The (1991)",4.577,3.5395842976007232
2046,2324,Life Is Beautiful (La Vita è bella) (1997),4.573,3.5395842976007232
2046,7371,Dogville (2003),4.519,3.5395842976007232
2046,318,"Shawshank Redemption, The (1994)",4.43,3.5395842976007232
2046,1203,12 Angry Men (1957),4.421,3.5395842976007232
2046,1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),4.395,3.5395842976007232
2046,3091,Kagemusha (1980),4.38,3.5395842976007232
2046,174053,Black Mirror: White Christmas (2014),4.376,3.5395842976007232
2046,5669,Bowling for Columbine (2002),4.375,3.5395842976007232
2047,174053,Black Mirror: White Christmas (2014),4.185,3.5395842976007232
2047,163134,Your Name. (2016),4.134,3.5395842976007232
2047,7371,Dogville (2003),4.114,3.5395842976007232
2047,307,Three Colors: Blue (Trois couleurs: Bleu) (1993),4.093,3.5395842976007232
2047,7234,"Strada, La (1954)",4.09,3.5395842976007232
2047,7926,High and Low (Tengoku to jigoku) (1963),4.088,3.5395842976007232
2047,1354,Breaking the Waves (1996),4.086,3.5395842976007232
2047,8477,"Jetée, La (1962)",4.073,3.5395842976007232
2044,7153,"Lord of the Rings: The Return of the King, The (2003)",4.013,3.5395842976007232
2044,5952,"Lord of the Rings: The Two Towers, The (2002)",4.013,3.5395842976007232
2044,1221,"Godfather: Part II, The (1974)",3.945,3.5395842976007232
2044,214,Before the Rain (Pred dozhdot) (1994),3.929,3.5395842976007232
2044,174053,Black Mirror: White Christmas (2014),3.922,3.5395842976007232
2044,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",3.916,3.5395842976007232
2044,86504,Voices from the List (2004),3.882,3.5395842976007232
2044,3091,Kagemusha (1980),3.876,3.5395842976007232
2045,7371,Dogville (2003),4.789,3.5395842976007232
2045,527,Schindler's List (1993),4.764,3.5395842976007232
2045,214,Before the Rain (Pred dozhdot) (1994),4.729,3.5395842976007232
2045,3091,Kagemusha (1980),4.713,3.5395842976007232
2045,3022,"General, The (1926)",4.686,3.5395842976007232
2045,174053,Black Mirror: White Christmas (2014),4.681,3.5395842976007232
2045,7361,Eternal Sunshine of the Spotless Mind (2004),4.681,3.5395842976007232
2045,926,All About Eve (1950),4.675,3.5395842976007232
2042,2028,Saving Private Ryan (1998),5.0,3.5395842976007232
2042,2762,"Sixth Sense, The (1999)",5.0,3.5395842976007232
2042,174053,Black Mirror: White Christmas (2014),5.0,3.5395842976007232
2042,3091,Kagemusha (1980),5.0,3.5395842976007232
2042,131724,The Jinx: The Life and Deaths of Robert Durst (2015),5.0,3.5395842976007232
2042,163134,Your Name. (2016),5.0,3.5395842976007232
2042,102993,"Way, Way Back, The (2013)",5.0,3.5395842976007232
2042,7700,"Wages of Fear, The (Salaire de la peur, Le) (1953)",4.985,3.5395842976007232
2043,163134,Your Name. (2016),4.535,3.5395842976007232
2043,174053,Black Mirror: White Christmas (2014),4.467,3.5395842976007232
2043,55908,"Man from Earth, The (2007)",4.44,3.5395842976007232
2043,86504,Voices from the List (2004),4.404,3.5395842976007232
2043,3091,Kagemusha (1980),4.401,3.5395842976007232
2043,824,Kaspar Hauser (1993),4.398,3.5395842976007232
2043,214,Before the Rain (Pred dozhdot) (1994),4.381,3.5395842976007232
2043,170705,Band of Brothers (2001),4.372,3.5395842976007232
2040,6016,City of God (Cidade de Deus) (2002),4.631,3.5395842976007232
2040,7361,Eternal Sunshine of the Spotless Mind (2004),4.52,3.5395842976007232
2040,1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),4.517,3.5395842976007232
2040,6669,Ikiru (1952),4.512,3.5395842976007232
2040,55820,No Country for Old Men (2007),4.495,3.5395842976007232
2040,1242,Glory (1989),4.45,3.5395842976007232
2040,214,Before the Rain (Pred dozhdot) (1994),4.425,3.5395842976007232
2040,7926,High and Low (Tengoku to jigoku) (1963),4.423,3.5395842976007232
2041,163134,Your Name. (2016),4.663,3.5395842976007232
2041,7371,Dogville (2003),4.596,3.5395842976007232
2041,86504,Voices from the List (2004),4.577,3.5395842976007232
2041,214,Before the Rain (Pred dozhdot) (1994),4.552,3.5395842976007232
2041,159817,Planet Earth (2006),4.532,3.5395842976007232
2041,3091,Kagemusha (1980),4.531,3.5395842976007232
2041,55908,"Man from Earth, The (2007)",4.508,3.5395842976007232
2041,7700,"Wages of Fear, The (Salaire de la peur, Le) (1953)",4.503,3.5395842976007232
4819,2028,Saving Private Ryan (1998),4.951,3.5395842976007232
4819,110,Braveheart (1995),4.932,3.5395842976007232
4819,1704,Good Will Hunting (1997),4.892,3.5395842976007232
4819,527,Schindler's List (1993),4.887,3.5395842976007232
4819,163134,Your Name. (2016),4.863,3.5395842976007232
4819,7700,"Wages of Fear, The (Salaire de la peur, Le) (1953)",4.843,3.5395842976007232
4819,318,"Shawshank Redemption, The (1994)",4.829,3.5395842976007232
4819,593,"Silence of the Lambs, The (1991)",4.822,3.5395842976007232
3198,3091,Kagemusha (1980),4.081,3.5395842976007232
3198,214,Before the Rain (Pred dozhdot) (1994),4.061,3.5395842976007232
3198,55908,"Man from Earth, The (2007)",4.057,3.5395842976007232
3198,5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),4.048,3.5395842976007232
3198,92259,Intouchables (2011),4.016,3.5395842976007232
3198,7700,"Wages of Fear, The (Salaire de la peur, Le) (1953)",4.011,3.5395842976007232
3198,86504,Voices from the List (2004),4.009,3.5395842976007232
3198,1949,"Man for All Seasons, A (1966)",3.999,3.5395842976007232
2048,3091,Kagemusha (1980),4.63,3.5395842976007232
2048,5995,"Pianist, The (2002)",4.589,3.5395842976007232
2048,3022,"General, The (1926)",4.587,3.5395842976007232
2048,214,Before the Rain (Pred dozhdot) (1994),4.576,3.5395842976007232
2048,903,Vertigo (1958),4.567,3.5395842976007232
2048,131724,The Jinx: The Life and Deaths of Robert Durst (2015),4.564,3.5395842976007232
2048,86504,Voices from the List (2004),4.556,3.5395842976007232
2048,1280,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),4.536,3.5395842976007232
2049,7371,Dogville (2003),4.727,3.5395842976007232
2049,79132,Inception (2010),4.637,3.5395842976007232
2049,174053,Black Mirror: White Christmas (2014),4.596,3.5395842976007232
2049,163134,Your Name. (2016),4.593,3.5395842976007232
2049,3091,Kagemusha (1980),4.558,3.5395842976007232
2049,824,Kaspar Hauser (1993),4.528,3.5395842976007232
2049,1354,Breaking the Waves (1996),4.51,3.5395842976007232
2049,7234,"Strada, La (1954)",4.504,3.5395842976007232
4832,163134,Your Name. (2016),4.328,3.5395842976007232
4832,174053,Black Mirror: White Christmas (2014),4.307,3.5395842976007232
4832,7371,Dogville (2003),4.307,3.5395842976007232
4832,3091,Kagemusha (1980),4.304,3.5395842976007232
4832,170705,Band of Brothers (2001),4.271,3.5395842976007232
4832,214,Before the Rain (Pred dozhdot) (1994),4.259,3.5395842976007232
4832,356,Forrest Gump (1994),4.229,3.5395842976007232
4832,678,Some Folks Call It a Sling Blade (1993),4.221,3.5395842976007232
3150,33166,Crash (2004),4.703,3.5395842976007232
3150,4995,"Beautiful Mind, A (2001)",4.648,3.5395842976007232
3150,163134,Your Name. (2016),4.608,3.5395842976007232
3150,88125,Harry Potter and the Deathly Hallows: Part 2 (2011),4.587,3.5395842976007232
3150,3147,"Green Mile, The (1999)",4.572,3.5395842976007232
3150,3091,Kagemusha (1980),4.561,3.5395842976007232
3150,174053,Black Mirror: White Christmas (2014),4.529,3.5395842976007232
3150,2357,Central Station (Central do Brasil) (1998),4.519,3.5395842976007232
4645,3091,Kagemusha (1980),4.852,3.5395842976007232
4645,214,Before the Rain (Pred dozhdot) (1994),4.837,3.5395842976007232
4645,1148,Wallace & Gromit: The Wrong Trousers (1993),4.801,3.5395842976007232
4645,3022,"General, The (1926)",4.788,3.5395842976007232
4645,1939,"Best Years of Our Lives, The (1946)",4.778,3.5395842976007232
4645,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),4.751,3.5395842976007232
4645,3741,Badlands (1973),4.75,3.5395842976007232
4645,1278,Young Frankenstein (1974),4.742,3.5395842976007232
3597,86504,Voices from the List (2004),5.0,3.5395842976007232
3597,159817,Planet Earth (2006),5.0,3.5395842976007232
3597,163134,Your Name. (2016),4.902,3.5395842976007232
3597,4144,In the Mood For Love (Fa yeung nin wa) (2000),4.897,3.5395842976007232
3597,214,Before the Rain (Pred dozhdot) (1994),4.886,3.5395842976007232
3597,7256,Touching the Void (2003),4.881,3.5395842976007232
3597,5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),4.88,3.5395842976007232
3597,7700,"Wages of Fear, The (Salaire de la peur, Le) (1953)",4.874,3.5395842976007232
4978,307,Three Colors: Blue (Trois couleurs: Bleu) (1993),5.0,3.5395842976007232
4978,1244,Manhattan (1979),5.0,3.5395842976007232
4978,1221,"Godfather: Part II, The (1974)",5.0,3.5395842976007232
4978,527,Schindler's List (1993),5.0,3.5395842976007232
4978,858,"Godfather, The (1972)",5.0,3.5395842976007232
4978,1203,12 Angry Men (1957),5.0,3.5395842976007232
4978,1208,Apocalypse Now (1979),5.0,3.5395842976007232
4978,1222,Full Metal Jacket (1987),5.0,3.5395842976007232
3155,174053,Black Mirror: White Christmas (2014),4.458,3.5395842976007232
3155,7371,Dogville (2003),4.407,3.5395842976007232
3155,163134,Your Name. (2016),4.395,3.5395842976007232
3155,3091,Kagemusha (1980),4.379,3.5395842976007232
3155,214,Before the Rain (Pred dozhdot) (1994),4.378,3.5395842976007232
3155,86504,Voices from the List (2004),4.359,3.5395842976007232
3155,2905,Sanjuro (Tsubaki Sanjûrô) (1962),4.332,3.5395842976007232
3155,159817,Planet Earth (2006),4.331,3.5395842976007232
3154,296,Pulp Fiction (1994),4.723,3.5395842976007232
3154,593,"Silence of the Lambs, The (1991)",4.709,3.5395842976007232
3154,527,Schindler's List (1993),4.606,3.5395842976007232
3154,1208,Apocalypse Now (1979),4.569,3.5395842976007232
3154,2959,Fight Club (1999),4.532,3.5395842976007232
3154,50,"Usual Suspects, The (1995)",4.522,3.5395842976007232
3154,858,"Godfather, The (1972)",4.478,3.5395842976007232
3154,7371,Dogville (2003),4.442,3.5395842976007232
3238,104374,About Time (2013),4.723,3.5395842976007232
3238,7669,Pride and Prejudice (1995),4.522,3.5395842976007232
3238,7090,Hero (Ying xiong) (2002),4.5,3.5395842976007232
3238,158783,The Handmaiden (2016),4.449,3.5395842976007232
3238,6023,Band of Outsiders (Bande à part) (1964),4.396,3.5395842976007232
3238,214,Before the Rain (Pred dozhdot) (1994),4.384,3.5395842976007232
3238,174053,Black Mirror: White Christmas (2014),4.374,3.5395842976007232
3238,30803,3-Iron (Bin-jip) (2004),4.335,3.5395842976007232
1372,1997,"Exorcist, The (1973)",5.0,3.5395842976007232
1372,1214,Alien (1979),4.837,3.5395842976007232
1372,1240,"Terminator, The (1984)",4.814,3.5395842976007232
1372,2288,"Thing, The (1982)",4.716,3.5395842976007232
1372,589,Terminator 2: Judgment Day (1991),4.641,3.5395842976007232
1372,593,"Silence of the Lambs, The (1991)",4.627,3.5395842976007232
1372,1356,Star Trek: First Contact (1996),4.481,3.5395842976007232
1372,1213,Goodfellas (1990),4.477,3.5395842976007232
2737,6669,Ikiru (1952),4.82,3.5395842976007232
2737,3503,Solaris (Solyaris) (1972),4.818,3.5395842976007232
2737,1212,"Third Man, The (1949)",4.787,3.5395842976007232
2737,5291,Rashomon (Rashômon) (1950),4.765,3.5395842976007232
2737,162,Crumb (1994),4.762,3.5395842976007232
2737,3741,Badlands (1973),4.749,3.5395842976007232
2737,926,All About Eve (1950),4.749,3.5395842976007232
2737,2019,Seven Samurai (Shichinin no samurai) (1954),4.748,3.5395842976007232
2038,527,Schindler's List (1993),4.397,3.5395842976007232
2038,6377,Finding Nemo (2003),4.357,3.5395842976007232
2038,6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),4.158,3.5395842976007232
2038,8665,"Bourne Supremacy, The (2004)",4.153,3.5395842976007232
2038,5952,"Lord of the Rings: The Two Towers, The (2002)",4.146,3.5395842976007232
2038,54286,"Bourne Ultimatum, The (2007)",4.145,3.5395842976007232
2038,7153,"Lord of the Rings: The Return of the King, The (2003)",4.142,3.5395842976007232
2038,2028,Saving Private Ryan (1998),4.127,3.5395842976007232
2836,163134,Your Name. (2016),4.58,3.5395842976007232
2836,174053,Black Mirror: White Christmas (2014),4.575,3.5395842976007232
2836,1354,Breaking the Waves (1996),4.437,3.5395842976007232
2836,6954,"Barbarian Invasions, The (Les invasions barbares) (2003)",4.429,3.5395842976007232
2836,61236,Waltz with Bashir (Vals im Bashir) (2008),4.416,3.5395842976007232
2836,3091,Kagemusha (1980),4.412,3.5395842976007232
2836,136449,Ghost in the Shell 2.0 (2008),4.405,3.5395842976007232
2836,158783,The Handmaiden (2016),4.4,3.5395842976007232
4456,214,Before the Rain (Pred dozhdot) (1994),4.969,3.5395842976007232
4456,3091,Kagemusha (1980),4.863,3.5395842976007232
4456,86504,Voices from the List (2004),4.846,3.5395842976007232
4456,163134,Your Name. (2016),4.845,3.5395842976007232
4456,170705,Band of Brothers (2001),4.83,3.5395842976007232
4456,174053,Black Mirror: White Christmas (2014),4.825,3.5395842976007232
4456,159817,Planet Earth (2006),4.824,3.5395842976007232
4456,7700,"Wages of Fear, The (Salaire de la peur, Le) (1953)",4.809,3.5395842976007232
3159,86504,Voices from the List (2004),5.0,3.5395842976007232
3159,7371,Dogville (2003),5.0,3.5395842976007232
3159,174053,Black Mirror: White Christmas (2014),5.0,3.5395842976007232
3159,7024,"Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma) (1976)",5.0,3.5395842976007232
3159,55908,"Man from Earth, The (2007)",5.0,3.5395842976007232
3159,159817,Planet Earth (2006),5.0,3.5395842976007232
3159,7700,"Wages of Fear, The (Salaire de la peur, Le) (1953)",5.0,3.5395842976007232
3159,6954,"Barbarian Invasions, The (Les invasions barbares) (2003)",5.0,3.5395842976007232
4979,265,Like Water for Chocolate (Como agua para chocolate) (1992),4.367,3.5395842976007232
4979,5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),4.34,3.5395842976007232
4979,1212,"Third Man, The (1949)",4.309,3.5395842976007232
4979,3022,"General, The (1926)",4.308,3.5395842976007232
4979,86345,Louis C.K.: Hilarious (2010),4.298,3.5395842976007232
4979,163134,Your Name. (2016),4.29,3.5395842976007232
4979,1267,"Manchurian Candidate, The (1962)",4.271,3.5395842976007232
4979,2609,"King of Masks, The (Bian Lian) (1996)",4.259,3.5395842976007232
1001,163134,Your Name. (2016),4.79,3.5395842976007232
1001,174053,Black Mirror: White Christmas (2014),4.775,3.5395842976007232
1001,7371,Dogville (2003),4.644,3.5395842976007232
1001,3091,Kagemusha (1980),4.641,3.5395842976007232
1001,214,Before the Rain (Pred dozhdot) (1994),4.629,3.5395842976007232
1001,318,"Shawshank Redemption, The (1994)",4.613,3.5395842976007232
1001,170705,Band of Brothers (2001),4.607,3.5395842976007232
1001,160718,Piper (2016),4.582,3.5395842976007232
3519,3091,Kagemusha (1980),4.097,3.5395842976007232
3519,174053,Black Mirror: White Christmas (2014),4.096,3.5395842976007232
3519,3022,"General, The (1926)",4.055,3.5395842976007232
3519,214,Before the Rain (Pred dozhdot) (1994),4.054,3.5395842976007232
3519,170705,Band of Brothers (2001),4.048,3.5395842976007232
3519,163134,Your Name. (2016),4.02,3.5395842976007232
3519,7371,Dogville (2003),4.018,3.5395842976007232
3519,131724,The Jinx: The Life and Deaths of Robert Durst (2015),4.007,3.5395842976007232
3158,3091,Kagemusha (1980),4.171,3.5395842976007232
3158,2858,American Beauty (1999),4.141,3.5395842976007232
3158,3022,"General, The (1926)",4.107,3.5395842976007232
3158,214,Before the Rain (Pred dozhdot) (1994),4.085,3.5395842976007232
3158,7371,Dogville (2003),4.021,3.5395842976007232
3158,7361,Eternal Sunshine of the Spotless Mind (2004),3.99,3.5395842976007232
3158,3030,Yojimbo (1961),3.978,3.5395842976007232
3158,4226,Memento (2000),3.974,3.5395842976007232
3513,163134,Your Name. (2016),4.408,3.5395842976007232
3513,824,Kaspar Hauser (1993),4.247,3.5395842976007232
3513,86504,Voices from the List (2004),4.236,3.5395842976007232
3513,174053,Black Mirror: White Christmas (2014),4.236,3.5395842976007232
3513,92259,Intouchables (2011),4.212,3.5395842976007232
3513,7700,"Wages of Fear, The (Salaire de la peur, Le) (1953)",4.2,3.5395842976007232
3513,1354,Breaking the Waves (1996),4.198,3.5395842976007232
3513,55908,"Man from Earth, The (2007)",4.18,3.5395842976007232
3512,527,Schindler's List (1993),4.496,3.5395842976007232
3512,7371,Dogville (2003),4.39,3.5395842976007232
3512,163134,Your Name. (2016),4.375,3.5395842976007232
3512,858,"Godfather, The (1972)",4.336,3.5395842976007232
3512,174053,Black Mirror: White Christmas (2014),4.332,3.5395842976007232
3512,318,"Shawshank Redemption, The (1994)",4.296,3.5395842976007232
3512,2858,American Beauty (1999),4.279,3.5395842976007232
3512,50,"Usual Suspects, The (1995)",4.275,3.5395842976007232
3511,3091,Kagemusha (1980),4.465,3.5395842976007232
3511,214,Before the Rain (Pred dozhdot) (1994),4.446,3.5395842976007232
3511,170705,Band of Brothers (2001),4.396,3.5395842976007232
3511,163134,Your Name. (2016),4.388,3.5395842976007232
3511,86504,Voices from the List (2004),4.379,3.5395842976007232
3511,50,"Usual Suspects, The (1995)",4.365,3.5395842976007232
3511,55908,"Man from Earth, The (2007)",4.36,3.5395842976007232
3511,7700,"Wages of Fear, The (Salaire de la peur, Le) (1953)",4.357,3.5395842976007232
3446,7371,Dogville (2003),4.606,3.5395842976007232
3446,163134,Your Name. (2016),4.569,3.5395842976007232
3446,356,Forrest Gump (1994),4.56,3.5395842976007232
3446,174053,Black Mirror: White Christmas (2014),4.524,3.5395842976007232
3446,170705,Band of Brothers (2001),4.51,3.5395842976007232
3446,214,Before the Rain (Pred dozhdot) (1994),4.467,3.5395842976007232
3446,7024,"Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma) (1976)",4.462,3.5395842976007232
3446,55908,"Man from Earth, The (2007)",4.46,3.5395842976007232
1210,214,Before the Rain (Pred dozhdot) (1994),4.705,3.5395842976007232
1210,5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),4.67,3.5395842976007232
1210,923,Citizen Kane (1941),4.661,3.5395842976007232
1210,131724,The Jinx: The Life and Deaths of Robert Durst (2015),4.655,3.5395842976007232
1210,86504,Voices from the List (2004),4.633,3.5395842976007232
1210,3091,Kagemusha (1980),4.609,3.5395842976007232
1210,159817,Planet Earth (2006),4.606,3.5395842976007232
1210,170705,Band of Brothers (2001),4.602,3.5395842976007232
3239,92259,Intouchables (2011),4.909,3.5395842976007232
3239,527,Schindler's List (1993),4.896,3.5395842976007232
3239,3091,Kagemusha (1980),4.829,3.5395842976007232
3239,163134,Your Name. (2016),4.795,3.5395842976007232
3239,170705,Band of Brothers (2001),4.779,3.5395842976007232
3239,159817,Planet Earth (2006),4.77,3.5395842976007232
3239,55908,"Man from Earth, The (2007)",4.739,3.5395842976007232
3239,214,Before the Rain (Pred dozhdot) (1994),4.729,3.5395842976007232
3515,3020,Falling Down (1993),5.0,3.5395842976007232
3515,50,"Usual Suspects, The (1995)",5.0,3.5395842976007232
3515,216,Billy Madison (1995),5.0,3.5395842976007232
3515,318,"Shawshank Redemption, The (1994)",5.0,3.5395842976007232
3515,1274,Akira (1988),5.0,3.5395842976007232
3515,1517,Austin Powers: International Man of Mystery (1997),5.0,3.5395842976007232
3515,1625,"Game, The (1997)",5.0,3.5395842976007232
3515,1961,Rain Man (1988),5.0,3.5395842976007232
1375,527,Schindler's List (1993),4.13,3.5395842976007232
1375,858,"Godfather, The (1972)",3.98,3.5395842976007232
1375,318,"Shawshank Redemption, The (1994)",3.976,3.5395842976007232
1375,1221,"Godfather: Part II, The (1974)",3.967,3.5395842976007232
1375,3091,Kagemusha (1980),3.964,3.5395842976007232
1375,50,"Usual Suspects, The (1995)",3.961,3.5395842976007232
1375,214,Before the Rain (Pred dozhdot) (1994),3.946,3.5395842976007232
1375,2324,Life Is Beautiful (La Vita è bella) (1997),3.92,3.5395842976007232
2688,163134,Your Name. (2016),4.254,3.5395842976007232
2688,174053,Black Mirror: White Christmas (2014),4.243,3.5395842976007232
2688,318,"Shawshank Redemption, The (1994)",4.233,3.5395842976007232
2688,86504,Voices from the List (2004),4.144,3.5395842976007232
2688,3091,Kagemusha (1980),4.14,3.5395842976007232
2688,55908,"Man from Earth, The (2007)",4.137,3.5395842976007232
2688,7371,Dogville (2003),4.136,3.5395842976007232
2688,170705,Band of Brothers (2001),4.122,3.5395842976007232
2689,159817,Planet Earth (2006),4.884,3.5395842976007232
2689,86504,Voices from the List (2004),4.864,3.5395842976007232
2689,163134,Your Name. (2016),4.856,3.5395842976007232
2689,5690,Grave of the Fireflies (Hotaru no haka) (1988),4.852,3.5395842976007232
2689,7371,Dogville (2003),4.842,3.5395842976007232
2689,7700,"Wages of Fear, The (Salaire de la peur, Le) (1953)",4.833,3.5395842976007232
2689,174053,Black Mirror: White Christmas (2014),4.82,3.5395842976007232
2689,1197,"Princess Bride, The (1987)",4.782,3.5395842976007232
2684,1221,"Godfather: Part II, The (1974)",5.0,3.5395842976007232
2684,50,"Usual Suspects, The (1995)",5.0,3.5395842976007232
2684,858,"Godfather, The (1972)",5.0,3.5395842976007232
2684,1242,Glory (1989),5.0,3.5395842976007232
2684,3160,Magnolia (1999),5.0,3.5395842976007232
2684,4848,Mulholland Drive (2001),5.0,3.5395842976007232
2684,1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),5.0,3.5395842976007232
2684,194,Smoke (1995),4.921,3.5395842976007232
2685,2858,American Beauty (1999),4.43,3.5395842976007232
2685,7371,Dogville (2003),4.261,3.5395842976007232
2685,4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",4.208,3.5395842976007232
2685,3091,Kagemusha (1980),4.142,3.5395842976007232
2685,174053,Black Mirror: White Christmas (2014),4.103,3.5395842976007232
2685,2905,Sanjuro (Tsubaki Sanjûrô) (1962),4.077,3.5395842976007232
2685,4380,"Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)",4.077,3.5395842976007232
2685,3022,"General, The (1926)",4.064,3.5395842976007232
2686,163134,Your Name. (2016),4.694,3.5395842976007232
2686,1232,Stalker (1979),4.611,3.5395842976007232
2686,159817,Planet Earth (2006),4.554,3.5395842976007232
2686,1197,"Princess Bride, The (1987)",4.551,3.5395842976007232
2686,85179,Summer Wars (Samâ wôzu) (2009),4.469,3.5395842976007232
2686,92259,Intouchables (2011),4.457,3.5395842976007232
2686,7700,"Wages of Fear, The (Salaire de la peur, Le) (1953)",4.449,3.5395842976007232
2686,86504,Voices from the List (2004),4.449,3.5395842976007232
2687,163134,Your Name. (2016),4.785,3.5395842976007232
2687,7371,Dogville (2003),4.768,3.5395842976007232
2687,3091,Kagemusha (1980),4.768,3.5395842976007232
2687,214,Before the Rain (Pred dozhdot) (1994),4.743,3.5395842976007232
2687,170705,Band of Brothers (2001),4.733,3.5395842976007232
2687,678,Some Folks Call It a Sling Blade (1993),4.688,3.5395842976007232
2687,174053,Black Mirror: White Christmas (2014),4.686,3.5395842976007232
2687,55908,"Man from Earth, The (2007)",4.67,3.5395842976007232
2680,174053,Black Mirror: White Christmas (2014),4.316,3.5395842976007232
2680,50,"Usual Suspects, The (1995)",4.271,3.5395842976007232
2680,5952,"Lord of the Rings: The Two Towers, The (2002)",4.259,3.5395842976007232
2680,7153,"Lord of the Rings: The Return of the King, The (2003)",4.22,3.5395842976007232
2680,79132,Inception (2010),4.218,3.5395842976007232
2680,3091,Kagemusha (1980),4.205,3.5395842976007232
2680,163134,Your Name. (2016),4.203,3.5395842976007232
2680,1354,Breaking the Waves (1996),4.199,3.5395842976007232
1655,260,Star Wars: Episode IV - A New Hope (1977),4.07,3.5395842976007232
1655,7371,Dogville (2003),3.909,3.5395842976007232
1655,1196,Star Wars: Episode V - The Empire Strikes Back (1980),3.897,3.5395842976007232
1655,1210,Star Wars: Episode VI - Return of the Jedi (1983),3.888,3.5395842976007232
1655,924,2001: A Space Odyssey (1968),3.876,3.5395842976007232
1655,82459,True Grit (2010),3.833,3.5395842976007232
1655,541,Blade Runner (1982),3.798,3.5395842976007232
1655,5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),3.793,3.5395842976007232
2682,214,Before the Rain (Pred dozhdot) (1994),4.327,3.5395842976007232
2682,3091,Kagemusha (1980),4.314,3.5395842976007232
2682,174053,Black Mirror: White Christmas (2014),4.289,3.5395842976007232
2682,170705,Band of Brothers (2001),4.287,3.5395842976007232
2682,163134,Your Name. (2016),4.272,3.5395842976007232
2682,5952,"Lord of the Rings: The Two Towers, The (2002)",4.237,3.5395842976007232
2682,7153,"Lord of the Rings: The Return of the King, The (2003)",4.212,3.5395842976007232
2682,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.192,3.5395842976007232
2683,7371,Dogville (2003),4.681,3.5395842976007232
2683,214,Before the Rain (Pred dozhdot) (1994),4.666,3.5395842976007232
2683,163134,Your Name. (2016),4.659,3.5395842976007232
2683,3091,Kagemusha (1980),4.578,3.5395842976007232
2683,86504,Voices from the List (2004),4.572,3.5395842976007232
2683,170705,Band of Brothers (2001),4.553,3.5395842976007232
2683,678,Some Folks Call It a Sling Blade (1993),4.521,3.5395842976007232
2683,6954,"Barbarian Invasions, The (Les invasions barbares) (2003)",4.514,3.5395842976007232
3391,214,Before the Rain (Pred dozhdot) (1994),4.373,3.5395842976007232
3391,78499,Toy Story 3 (2010),4.303,3.5395842976007232
3391,3091,Kagemusha (1980),4.277,3.5395842976007232
3391,159817,Planet Earth (2006),4.255,3.5395842976007232
3391,68954,Up (2009),4.218,3.5395842976007232
3391,1148,Wallace & Gromit: The Wrong Trousers (1993),4.192,3.5395842976007232
3391,5690,Grave of the Fireflies (Hotaru no haka) (1988),4.189,3.5395842976007232
3391,6377,Finding Nemo (2003),4.186,3.5395842976007232
3999,5952,"Lord of the Rings: The Two Towers, The (2002)",4.143,3.5395842976007232
3999,3091,Kagemusha (1980),4.141,3.5395842976007232
3999,1197,"Princess Bride, The (1987)",4.107,3.5395842976007232
3999,7153,"Lord of the Rings: The Return of the King, The (2003)",4.091,3.5395842976007232
3999,214,Before the Rain (Pred dozhdot) (1994),4.043,3.5395842976007232
3999,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.028,3.5395842976007232
3999,174053,Black Mirror: White Christmas (2014),4.008,3.5395842976007232
3999,50,"Usual Suspects, The (1995)",4.007,3.5395842976007232
3390,527,Schindler's List (1993),4.723,3.5395842976007232
3390,7371,Dogville (2003),4.647,3.5395842976007232
3390,79132,Inception (2010),4.644,3.5395842976007232
3390,2571,"Matrix, The (1999)",4.608,3.5395842976007232
3390,858,"Godfather, The (1972)",4.587,3.5395842976007232
3390,3022,"General, The (1926)",4.58,3.5395842976007232
3390,1214,Alien (1979),4.57,3.5395842976007232
3390,1203,12 Angry Men (1957),4.558,3.5395842976007232
3441,7438,Kill Bill: Vol. 2 (2004),4.53,3.5395842976007232
3441,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),4.527,3.5395842976007232
3441,3741,Badlands (1973),4.508,3.5395842976007232
3441,214,Before the Rain (Pred dozhdot) (1994),4.486,3.5395842976007232
